KG id,KG name,KG SPARQL endpoint,RDF dump link,Ontology,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,R1.1 Machine- or human-readable license retrievable via any primary source,"R1.2 Publisher information, such as authors, contributors, publishers, and sources",R1.3-D Data organized in a standardized way,R score,FAIR score,R1.3-M Metadata are described with VoID/DCAT predicates
racai-legalnero,Romanian Named Entity Recognition in the Legal domain (LegalNERo),https://relate.racai.ro/datasets/legalnero/query,"['https://relate.racai.ro/resources/legalnero/legalnero.ttl', 'https://doi.org/10.5281/zenodo.4772094']",False,1,0.0,1,0.78,1,1,0.8,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.55,1
racai-llod-rolex,RoLEX,https://relate.racai.ro/datasets/rolex/query,['https://www.racai.ro/p/llod/resources/lexicon_reterom_final.zip'],False,1,0.0,1,0.56,0,1,0.59,1.0,1,1.0,1,1.0,1,0,0.0,0,0.25,1,1,1,0.75,2.59,0
rdflicense,RDFLicense,http://linkeddata4.dia.fi.upm.es:8907/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
rk,engineering equipment ontology,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
rkb-explorer-ecs,"School of Electronics and Computer Science, University of Southampton",http://ecs.rkbexplorer.com/sparql,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.34,0
rkb-explorer-webscience,Web Science Conference (RKBExplorer),http://webscience.rkbexplorer.com/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
sandrart-net,sandrart.net,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
SATAR_test,SATAR test ,,[],False,1,0.0,1,0.22,0,1,0.54,0.0,1,0.0,1,0.5,1,0,0.0,0,0.25,1,1,1,0.75,2.04,0
semsol-crunchbase,Semantic CrunchBase,http://cb.semsol.org/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
serendipity,Serendipity,http://serendipity.utpl.edu.ec/lod/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
smartlink,SmartLink: Linked Services Non-Functional Properties,http://smartlink.open.ac.uk/smartlink/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0.75,2.46,0
Suface_Forestière_Mondiale_1990-2016,Suface Forestière Mondiale 1990-2016,https://mmisw.org/sparql,"['https://mmisw.org/ont/api/v0/ont?format=rdf&iri=https://mmisw.org/ont/~mhoangvslev/surface_forestiere', 'https://mmisw.org/ont/api/v0/ont?format=jsonld&iri=https://mmisw.org/ont/~mhoangvslev/surface_forestiere', 'https://mmisw.org/ont/api/v0/ont?format=ttl&iri=https://mmisw.org/ont/~mhoangvslev/surface_forestiere', 'https://mmisw.org/ont/api/v0/ont?format=nt&iri=https://mmisw.org/ont/~mhoangvslev/surface_forestiere', 'https://mmisw.org/ont/api/v0/ont?format=rj&iri=https://mmisw.org/ont/~mhoangvslev/surface_forestiere']",False,1,0.5081407035175879,1,0.67,0,1,0.7,1.0,1,1.0,1,1.0,1,1,0.0,1,0.75,1,1,1,1.0,3.45,1
talis-openlibrary,Open Library data mirror in the Talis Platform,http://api.talis.com/stores/openlibrary/services/sparql,[],False,1,0.0,1,0.56,0,1,0.59,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.34,0
tekord,TEKORD,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
temple-ov-thee-lemur-datasets,Temple ov thee Lemur,,[],False,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
Tesla_Deaths,Tesla Deaths: A digital record of Tesla accidents that involved a fatality,,['https://docs.google.com/spreadsheets/d/1ESnyJ4b7m96OCjs3GSQ6EGF7YOMuv0XV-ROXTYIazTs/?shared=true&pub=1'],False,1,0.0,1,0.56,1,1,0.76,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.51,0
thecontentwrangler-com,The Content Wrangler,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
TP-data,Observation dataset of forest ecosystems ,http://tpdc.semweb.csdb.cn/forestObserv/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.5,1,0.0,1,0.62,1,0,0.0,1,0.5,1,1,1,0.75,2.44,0
twc-hub,Instance Hub (all),http://purl.org/twc/hub/sparql,[],False,1,0.0,1,0.67,0,1,0.61,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.61,0
uberblic,Uberblic.org,http://platform.uberblic.org/api/v1/sparql,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
ufo,Unified Foundational Ontology,,['http://onto.fel.cvut.cz/ontologies/ufo'],False,1,0.0,1,0.44,0,1,0.57,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.32,0
umbel,UMBEL (Upper Mapping and Binding Exchange Layer),,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
uriburner,URIBurner,http://linkeddata.uriburner.com/sparql,"['http://ontologi.es/rail/links_dbpedia.ttl', 'http://ontologi.es/rail/links_geonames_stations.ttl', 'http://ontologi.es/rail/links_geonames_towns.ttl', 'https://ontologi.es/rail/links_dbpedia.ttl', 'https://ontologi.es/rail/links_geonames_stations.ttl', 'https://ontologi.es/rail/links_geonames_towns.ttl', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/base_accions_adaptacio_oct_19.xlsx', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/base_accions_adaptacio_oct_19.ods', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/accions_mitigacio_oct_19.ods', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/accions_mitigacio_oct_19.xlsx', 'https://dadesobertes.diba.cat/catalog.xml', 'https://do.diba.cat/data/ds/actesdiba_ca/graella', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/dades_base_od.ods', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/dades_base_od.xlsx', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/agregat_eq_i_ep_set18.ods', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/consums_energetics_set18_1.ods', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/agregat_eq_i_ep_set18.xlsx', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/consums_energetics_set18.xlsx', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/decaiment-boscos-maresme.zip', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/mapa_decaiment_2016.kml', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/mapa_decaiment_2015.kml', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/decaiment_2015_2017_3classes.zip', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/2018_informe_maresme_2015_17_v2.pdf', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/mapa_decaiment_2015_2016.kml', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/data_list_dades_obertes_valors.csv', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/data_list_dades_obertes_variables.csv', 'https://patrimonicultural.diba.cat/cercador', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/dades_base_co2_od_oct_19.xlsx', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/dades_base_co2_od_oct_19.ods', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/bbdd_enquesta_habits_gsc.ods', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/bbdd_enquesta_habits_gsc-2a_edicio.xlsx', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/bbdd_enquesta_habits_gsc.xlsx', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/bbdd_enquesta_habits_gsc-2a_edicio.ods', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/va_daigua_dades_obertes.xls', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/va_daigua_dades_obertes.ods', 'https://www.diba.cat/documents/153833/364481857/ESTUDI+CLONATGE+COMERCIAL+A+CATALUNYA+2021.pdf/6f344243-9764-8a59-4a45-2ea716c572ca?t=1645185837798', 'https://www.diba.cat/documents/153833/347605592/ESTUDI+CLONATGE+COMERCIAL+A+CATALUNYA+2020.pdf/ad15d27d-9342-d0b8-d97d-2b939b58d03d?t=1615798860505', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/flora_vegetacio_habitats_chc3_2022_capa_unica.zip', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/flora_vegetacio_habitats_chc3-2022_punts.zip', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/flora_vegetacio_habitats_chc3-2022_poligons.zip', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/habitats_terrestres_v3_provbarcelona.gpkg', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/perfil_membres_xarxa_2018.xls', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/perfil_membres_xarxa_2018_v2.ods', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/dades_xarxa_manual_particules_2005-2018.xlsx', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/dades_xarxa_manual_particules_2005-2018.csv', 'https://dadesobertes.diba.cat/sites/default/files/public/recursos/files/dades_xarxa_manual_particules_2005-2018.ods', 'http://sostenible.cat/opinions.xml', 'https://static.data.gouv.fr/resources/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret-page-en-cours-de-construction/20180920-103108/dessinstocketablissementhistorique.csv', 'https://files.data.gouv.fr/insee-sirene/StockEtablissementHistorique_utf8.zip', 'https://static.data.gouv.fr/resources/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/20191126-150732/description-fichier-stocketablissement.pdf', 'https://files.data.gouv.fr/insee-sirene/StockEtablissementLiensSuccession_utf8.zip', 'https://static.data.gouv.fr/resources/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/20190402-081928/dessinstocketablissementlienssuccession.csv', 'https://files.data.gouv.fr/insee-sirene/StockUniteLegaleHistorique_utf8.zip', 'https://files.data.gouv.fr/insee-sirene/StockEtablissement_utf8.zip', 'https://files.data.gouv.fr/insee-sirene/StockUniteLegale_utf8.zip', 'https://static.data.gouv.fr/resources/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/20200311-104730/dessinstocketablissement.csv', 'https://opendata.ecdc.europa.eu/covid19/casedistribution/csv', 'https://www.ecdc.europa.eu/sites/default/files/documents/COVID-19-geographic-disbtribution-worldwide.xlsx', 'https://opendata.ecdc.europa.eu/covid19/casedistribution/json', 'https://opendata.ecdc.europa.eu/covid19/casedistribution/xml']",False,1,0.0,1,0.78,0,1,0.63,1.0,1,1.0,1,1.0,1,1,0.22,1,0.8,1,1,1,1.0,3.43,1
vulnerapedia,vulnerapedia,http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Special:SPARQLEndpoint,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,0,1,1,0.5,2.07,0
w3c,W3C,,[],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,0,1,1,0.5,2.31,0
warsampo,WarSampo,http://ldf.fi/warsa/sparql,"['https://doi.org/10.5281/zenodo.3431121', 'https://zenodo.org/record/3431122/files/warsampo.zip']",False,1,1.0,1,0.78,0,1,0.8,1.0,1,1.0,1,1.0,1,1,0.79,1,0.95,1,1,1,1.0,3.75,1
whisky-circle-info,Whisky Circle,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
wl-kg,The World Literature Knowledge Graph,https://kgccc.di.unito.it/sparql/,[],False,1,0.9722,1,0.67,1,1,0.94,1.0,1,1.0,1,1.0,1,1,0.5,1,0.88,1,1,1,1.0,3.82,1
wordlift-io-blog-it,WordLift IT,,[],False,1,0.0,1,0.44,0,1,0.57,0.0,1,0.0,1,0.5,1,0,0.0,1,0.5,1,1,1,0.75,2.32,0
yago,YAGO,,[],True,1,0.0,1,0.56,0,1,0.59,1.0,1,0.0,1,0.75,1,0,0.0,1,0.5,1,1,1,0.75,2.59,0
红色经典歌曲关联数据集,红色经典歌曲关联数据集,,['https://raw.githubusercontent.com/baixue1/linked-data/master/data/Lyricist.ttl'],False,1,0.0,1,0.33,0,1,0.56,1.0,1,0.0,1,0.75,1,0,0.0,0,0.25,1,1,1,0.75,2.31,0
